"","code","fullurl","ratings","F.F.score","patients","surgeryname","address","accepting","url","male","female"
"1992",43541,NA,NA,"NO DATA","13353","Tile House Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=43541","        
            Additional information
            Our telephone lines are open from 8am. 
We have a few same day urgent appointment slots that patients can book into if they ring the surgery at 8am. Any urgent requests for appointments that are received after these appointments have been filled are directed to our morning Duty Doctor, who will then triage these calls and if the doctor feels it is clinically necessary they will ask the patient to come to the surgery to see him/her that morning. Many more problems can be dealt with by the Duty Doctor than if they had a normal surgery, other than face to face appointments the Duty Doctor can arrange to issue prescriptions, sick notes, give advice etc or book an appointment with another doctor later in the week if the problem does not need to be dealt with that day. 
Patients who wish to book a routine appointment are asked to ring after 10.30am  or for test results between 11am and 3pm, when the phone lines are less busy.

        ",NA
"1993",39150,NA,NA,"80%","4675","The Waverley Practice",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=39150","
                    GPs at this practice
                    1"," and 1 female GPs
                    
                        Additional languages spoken
                        Hindi, Punjabi, Urdu
                    
                "
"1994",41464,NA,NA,"NO DATA","3950","Dr T Rahman & Dr C Y Tsoi - Stanley Road (Branch site)",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=41464","
                    GPs at this practice
                    1"," and 1 female GPs
                    
                        Additional languages spoken
                        Bengali, Cantonese
                    
                "
"1995",44946,NA,NA,"NO DATA","13866","Dr A Naeem & Partners,The New Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=44946","
                    GPs at this practice
                    4"," and 4 female GPs
                    
                "
"1996",41149,NA,NA,"91%","6711","Mostafa Pms",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=41149","
                    GPs at this practice
                    1"," and 2 female GPs
                    
                        Additional languages spoken
                        Arabic, French
                    
                "
"1997",36774,NA,NA,"100%","2576","Dr Dissanayake Mudiyanselage Cyril Wijeratne Bandara Pattapola",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=36774","
                    GPs at this practice
                    1"," and 0 female GP
                    
                "
"1998",41442,NA,NA,"NO DATA","9109","Stockbridge Practice",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=41442","        
            Additional information
            Please note the extended hours alternate between a Monday and a Wednesday each week.  Please contact Reception on 01264 810524 to make a booking.
        ",NA
"1999",37526,NA,NA,"81%","5531","Bannockburn Pms",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=37526","
                    GPs at this practice
                    0"," and 3 female GPs
                    
                        Additional languages spoken
                        Cantonese, Gujarati, Hindi, Malay, Urdu
                    
                "
"2000",41355,NA,NA,"83%","23146","Hardwicke House Group Practice",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=41355","
                    GPs at this practice
                    5"," and 6 female GPs
                    
                "
"2001",41070,NA,NA,"NO DATA","5935","The Molebridge Practice ",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=41070","
                    GPs at this practice
                    2"," and 1 female GPs
                    
                "
"2002",40614,NA,NA,"100%","5116","Trinity Medical Centre",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=40614","        
            Additional information
            Extended Hours are normally provided on Mondays from 6:30pm - 8:00pm by appointments only. Please note the practice will be closed during the upcoming bank holidays. Extended hours of Monday 26th December 2016 and Monday 2nd January 2016 will be provided on Wednesday 28th December 2016 and Tuesday 3rd January 2017 instead.  


        ",NA
"2003",42118,NA,NA,"NO DATA","9503","GREENSIDE MEDICAL PRACTICE",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=42118","
                    GPs at this practice
                    3"," and 0 female GPs
                    
                "
"2004",45179,NA,NA,"NO DATA","4740","Robin Hood Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=45179","
                    GPs at this practice
                    1"," and 2 female GPs
                    
                "
"2005",38741,NA,NA,"NO DATA","12455","Beechwood Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=38741","        
            Additional information
            We do online consultation, to have access to online service, please go to http://www.beechwood-surgery.co.uk/.  
        ",NA
"2006",37076,NA,NA,"88%","11909","Plumstead H/C Pms",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=37076","
                    GPs at this practice
                    3"," and 0 female GPs
                    
                        Additional languages spoken
                        Arabic
                    
                "
"2007",39879,NA,NA,"NO DATA","16542","South Lewisham Group Practice",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=39879","
                    GPs at this practice
                    6"," and 5 female GPs
                    
                        Additional languages spoken
                        Punjabi, Urdu
                    
                "
"2008",41951,NA,NA,"97%","2732","South Norwood Medical Practice",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=41951","
                    GPs at this practice
                    2"," and 2 female GPs
                    
                        Additional languages spoken
                        Hindi, Malay, Malayalam, Tamil, French, Punjabi, Urdu
                    
                "
"2009",42325,NA,NA,"90%","2452","Dr Surinder Sennik",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=42325","
                    GPs at this practice
                    1"," and 0 female GP
                    
                "
"2010",40005,NA,NA,"NO DATA","3323","High Street Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=40005","
                    GPs at this practice
                    1"," and 0 female GP
                    
                        Additional languages spoken
                        Bengali, Bulgarian, Hindi, Urdu
                    
                "
"2011",36717,NA,NA,"NO DATA","8208","Wood Lane Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=36717","        
            Additional information
            OUR EXTENDED OPENING TIMES on TUESDAY EVENING (18.30-20.00), WEDNESDAY MORNING (07.00-08.00) and SATURDAY MORNING ARE NOT EVERY WEEK:  IF YOU DO NOT HAVE AN APPOINTMENT PLEASE CALL TO CHECK.  These are extended hours sessions which we hope improve access for those who cannot attend in normal surgery hours due to work or commuting. WE DO NOT HAVE THE STAFF TO PROVIDE AN EMERGENCY SERVICE DURING THESE HOURS.
                     
HOME VISITS:
Home visits are strictly for patients who are housebound:  Too ill to come to the surgery as a car passenger. Please telephone us before 10.00am:  The doctor does the visit rounds at lunch time between surgeries.  Please visit the surgery if you are able:  The Surgery is fully equipped to facilitate your care.  In the time taken to visit a patient at home four patients emergencies can be treated in the surgery.
The doctor may arrange for your visit to be by the comunity treatment team if that is most appropriate.
        ",NA
"2012",38725,NA,NA,"NO DATA","5900","The Beeches Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=38725","
                    GPs at this practice
                    4"," and 1 female GPs
                    
                        Additional languages spoken
                        German, Tamil
                    
                "
"2013",39093,NA,NA,"NO DATA","7772","Abbey Wood Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=39093","        
            Additional information
            Monday 1.30 - 3pm is baby clinic only
Thursday 1 - 2 is minor surgery/wart clinic only

        ",NA
"2014",41265,NA,NA,"NO DATA","7512","Eastwick Park Medical Practice",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=41265","
                    GPs at this practice
                    2"," and 3 female GPs
                    
                "
"2015",35709,NA,NA,"NO DATA","6710","Rockleigh Court Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=35709","        
            Additional information
            Saturday morning is part of an extended hours service and is pre-bookable GP appointments only.
        ",NA
"2016",37006,NA,NA,"NO DATA","23146","Meadow Lane Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=37006","
                    GPs at this practice
                    4"," and 2 female GPs
                    
                "
"2017",44038,NA,NA,"NO DATA","20089","Linden House Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=44038","        
            Additional information
            Appointments can be made in person, by telephone or Online via the Internet.
If you wish to make an Online Appiontment you will have to register with the receptionis firts.

The practice offers EXTENDED HOURS appointments in the evenings and mornings.
The times of these appointments are varibable and subject to change so please telephone the practice.
        ",NA
"2018",41302,NA,NA,"NO DATA","11909","Garland Road Clinic",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=41302","
                    GPs at this practice
                    2"," and 0 female GPs
                    
                        Additional languages spoken
                        Arabic
                    
                "
"2019",45281,NA,NA,"NO DATA","3625","The Trinity Medical Centre",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=45281","
                    GPs at this practice
                    0"," and 0 female GP
                    
                "
"2020",41216,NA,NA,"100%","3950","The Surgery, Dr T Rahman and Dr C Y Tsoi",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=41216","
                    GPs at this practice
                    1"," and 1 female GPs
                    
                        Additional languages spoken
                        Bengali, Cantonese
                    
                "
"2021",39635,NA,NA,"NO DATA","19152","MyHealth Stamford Bridge Health Care Centre",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=39635","
                    GPs at this practice
                    4"," and 3 female GPs
                    
                "
"2022",43576,NA,NA,"100%","4573","Suttons Avenue Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=43576","        
            Additional information
            THE SURGERY IS OPEN ON WEDNESDAY AFTERNOON  AND  PATIENTS CAN MAKE APPOINTMENTS AND COLLECT PRESCRIPTIONS. THERE IS NO DOCTOR AVAILABLE FOR CONSULTATION BUT URGENT MATTERS WILL BE DEALT WITH IF YOU RING THE SURGERY 01708 442711 AND YOU WILL BE ABLE TO SPEAK WITH THE DOCTOR OR ARRANGE A HOME VISIT

        ",NA
"2023",44857,NA,NA,"NO DATA","14146","Gargrave Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=44857","
                    GPs at this practice
                    2"," and 2 female GPs
                    
                "
"2024",97310,NA,NA,"NO DATA","10466","ICO HEALTH GROUP - Boundfield Medical Centre",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=97310","        
            Additional information
            Although this surgery is only open Mondays and Thursdays until 1:00pm you can call the main surgery number on 020 3640 2090 (8:00-18:30 Monday to Friday) to book appointments or to see a doctor at any of our other sites. 

Call Main Surgery at Moorside 020 3640 2090 for results and any other queries .

        ",NA
"2025",45246,NA,NA,"94%","10972","Holland House Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=45246","
                    GPs at this practice
                    3"," and 4 female GPs
                    
                "
"2026",45199,NA,NA,"NO DATA","10664","Fernbank Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=45199","
                    GPs at this practice
                    2"," and 2 female GPs
                    
                "
"2027",38177,NA,NA,"NO DATA","13264","MOUNT AVENUE SURGERY ",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=38177","        
            Additional information
            Extended hours appointments are face-to-face consultation only with a GP or a Nurse and are bookable up to seven days in advance. 
        ",NA
"2028",44777,NA,NA,"100%","3557","Dr Vijay Patel",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=44777","        
            Additional information
            Extended Surgery Hours with the GP until 7.00pm Tuesdays and  Fridays. Extended Surgery Hours with the Nurse from 7.30am Monday morning and 7.45am Wednesday morning and until 7.00pm Tuesdays evenings. Details available from Reception Staff.
REPEAT PRESCRIPTIONS: 
On request of a repeat prescription, please allow 48 hours before collection from the surgery or pharmacy.
Electronic prescription service is available - please contact reception for details
Appointments and repeat prescription requests also available online - registration forms available in reception
        ",NA
"2029",38430,NA,NA,"100%","3731","Dr Sugumar And Partner",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=38430","        
            Additional information
            Advice can be sought from your local pharmacy before attending A & E, unless you have had an accident
        ",NA
"2030",35675,NA,NA,"100%","4040","Park Road Medical Centre",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=35675","
                    GPs at this practice
                    2"," and 1 female GPs
                    
                "
"2031",36154,NA,NA,"NO DATA","15771","Eltham Medical Practice (Well Hall Road)",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=36154","        
            Additional information
             We are open from 6.30 to 8.15 on a Tuesday and Thursday evening and from 7-8 am on a Thursday morning for routine pre-booked appointments to fulfil our contractual obligations regarding extended hours access. If clinicians are on leave or appointments aren’t booked we will not remain open after 6.30 pm
        ",NA
"2032",45076,NA,NA,"NO DATA","11551","Benhill & Belmont Medical Practice",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=45076","
                    GPs at this practice
                    2"," and 3 female GPs
                    
                        Additional languages spoken
                        Italian
                    
                "
"2033",37909,NA,NA,"67%","9754","Chawton Park Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=37909","        
            Additional information
            Extended Hours are until 19.30 on a Tuesday and from 07.00 on a Friday. 

        ",NA
"2034",45192,NA,NA,"100%","3473","Selhurst Medical Practice",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=45192","        
            Additional information
            The Surgery offers appointments before 9am most days and evening appointments on alternate Monday's & Tuesdays.                                                                                                                  We offer a large amount of appointments via online access, if you would like help setting this service up please don't hesitate to speak to a member of our reception team. 
        ",NA
"2035",44992,NA,NA,"90%","16104","Lakeside Medical Practice",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=44992","
                    GPs at this practice
                    2"," and 1 female GPs
                    
                        Additional languages spoken
                        French
                    
                "
"2036",38700,NA,NA,"NO DATA","6675","The New Folly Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=38700","
                    GPs at this practice
                    2"," and 2 female GPs
                    
                "
"2037",39704,NA,NA,"NO DATA","12899","The Rosewood Medical Centre",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=39704","        
            Additional information
            We offer extended hours on Monday 18:30 to 20:00, Tuesday 07:00 to 07:30, Wednesday 18:00 to 20:00, and Saturday's once a month 09:00 to 12:00.
        ",NA
"2038",37203,NA,NA,"84%","4730","Abbeyslade Pms (Dr Chand)",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=37203","
                    GPs at this practice
                    3"," and 1 female GPs
                    
                        Additional languages spoken
                        Bengali, Hindi, Punjabi, Urdu
                    
                "
"2039",45171,NA,NA,"27%","7719","The Whitehorse Practice",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=45171","
                    GPs at this practice
                    0"," and 4 female GPs
                    
                "
"2040",39042,NA,NA,"100%","3779","Carshalton Fields Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=39042","        
            Additional information
            We offer one late night evening surgery for patients who are unable to attend during normal surgery hours. 
The surgery will be open for appointments on a monday evening until 8pm

        ",NA
"2041",42365,NA,NA,"NO DATA","5224","Dr M Fateh",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=42365","
                    GPs at this practice
                    2"," and 0 female GPs
                    
                "
"2042",36328,NA,NA,"90%","10388","Fairfield Medical Centre",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=36328","        
            Additional information
            Please note that our phone lines will be diverted to the our of hours service from12:15 to 13:15 Monday to Friday to allow to allow staff admin time.
        ",NA
"2043",41539,NA,NA,"NO DATA","12866","Whitley House Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=41539","
                    GPs at this practice
                    3"," and 2 female GPs
                    
                "
"2044",41485,NA,NA,"100%","2464","Dr Vasanti Sandrasagra",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=41485","
                    GPs at this practice
                    0"," and 1 female GP
                    
                        Additional languages spoken
                        Sinhalese, Tamil
                    
                "
"2045",46167,NA,NA,"NO DATA","12933","Rivermead Gate Medical Centre",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=46167","        
            Additional information
            Great Baddow, Galleywood, Chelmsford.
        ",NA
"2046",39479,NA,NA,"93%","8767","Manor Practice",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=39479","
                    GPs at this practice
                    4"," and 2 female GPs
                    
                "
"2047",39893,NA,NA,"NO DATA","1959","Harlow Road Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=39893","
                    GPs at this practice
                    1"," and 0 female GP
                    
                        Additional languages spoken
                        Hindi
                    
                "
"2048",117174,NA,NA,"NO DATA","18414","Mountbatten House Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=117174","
                    GPs at this practice
                    3"," and 8 female GPs
                    
                        Additional languages spoken
                        German, Spanish
                    
                "
"2049",39431,NA,NA,"85%","12439","Dr Plana & Partners",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=39431","        
            Additional information
            Please note that Saturday mornings are for pre-booked appointments.  The telephones are not turned on. Patients who need to see a doctor in an emergency should contact NHS 111. We are not open on the Saturday preceeding a Monday Bank Holiday.

        ",NA
"2050",39242,NA,NA,"NO DATA","9503","Greenside Group Practice",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=39242","
                    GPs at this practice
                    1"," and 0 female GP
                    
                "
"2051",42129,NA,NA,"NO DATA","10615","Dr Dawton And Partners",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=42129","
                    GPs at this practice
                    2"," and 4 female GPs
                    
                "
"2052",42595,NA,NA,"NO DATA","10457","Spring Gables Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=42595","        
            Additional information
            We are pleased to offer extended hours appointments as follows. Friday mornings at our Birstwith surgery 7am to 8am and Saturday mornings on a 1 in 4 rota basis at our Dacre Banks surgery, 8am to 1pm.



        ",NA
"2053",40138,NA,NA,"94%","3183","Mungo Park Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=40138","        
            Additional information
            You could also go to the Walk-in Centres at:
1. South Hornchurch walk-in centre: 01708 576000 
2. Harold Wood polyclinic: 01708 574000 
3.Broad Street walk-in centre: 020 8596 4400
4.Barking Community Hospital: 020 8924 6262
5.Loxford polyclinic: 020 8822 3800, Oliver Road polyclinic: 020 8430 8320, 
        ",NA
"2054",35551,NA,NA,"98%","3795","Dr John O'Moore",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=35551","
                    GPs at this practice
                    1"," and 0 female GP
                    
                "
"2055",35347,NA,NA,"100%","9700","Siam Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=35347","
                    GPs at this practice
                    4"," and 1 female GPs
                    
                "
"2056",44069,NA,NA,"84%","25718","Mendip Vale Medical Practice (Langford)",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=44069","
                    GPs at this practice
                    6"," and 8 female GPs
                    
                "
"2057",44439,NA,NA,"NO DATA","5076","Oakview Family Practice",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=44439","
                    GPs at this practice
                    0"," and 2 female GPs
                    
                        Additional languages spoken
                        Italian
                    
                "
"2058",38924,NA,NA,"NO DATA","12239","Hodgson Lane Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=38924","
                    GPs at this practice
                    5"," and 1 female GPs
                    
                "
"2059",39142,NA,NA,"91%","15643","Wallington Family Practice",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=39142","
                    GPs at this practice
                    4"," and 5 female GPs
                    
                "
"2060",38750,NA,NA,"83%","14059","Shotfield Medical Practice (Formerly Dr Lings & Partners)",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=38750","
                    GPs at this practice
                    5"," and 3 female GPs
                    
                "
"2061",37601,NA,NA,"NO DATA","9694","ST JAMES MEDICAL CENTRE",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=37601","        
            Additional information
            The surgery is open on alternative Saturday  mornings from 8.00 - 13.00. We have a Diabetic Nurse on duty and a Regular GP.  For further information contact reception

        ",NA
"2062",35750,NA,NA,"NO DATA","6793","Dr Shashi Arora",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=35750","
                    GPs at this practice
                    0"," and 4 female GPs
                    
                "
"2063",39254,NA,NA,"NO DATA","2016","The Enmore Practice",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=39254","        
            Additional information
            Due to GP training we need to close the 
Surgery from time to time on a Wednesday 
Afternoons form 13:00 to 18:30.  Patients are 
advised to Telephone CROYDOC on 
020 8401 3637 for any emergencies.
.

        ",NA
"2064",119971,NA,NA,"NO DATA","5834","Woodside Health Centre",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=119971","        
            Additional information
            During surgery hours the GP's are available to speak to patients after morning surgery (usually around 12:00), during the afternoon (before evening surgery) and at the end of evening surgery. Times vary according to how busy the surgery is e.g. if there are afternoon clinics, home visits, meetings etc. If a GP is unavailable to speak to patients at these times, a return phone call will be made to the patient as soon as is practicable. 
        ",NA
"2065",120010,NA,NA,"88%","6213","DENMARK ROAD SURGERY",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=120010","
                    GPs at this practice
                    2"," and 4 female GPs
                    
                        Additional languages spoken
                        Afrikaans, Polish
                    
                "
"2066",36183,NA,NA,"75%","32714","Haxby Group Practice ",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=36183","
                    GPs at this practice
                    5"," and 3 female GPs
                    
                "
"2067",42845,NA,NA,"NO DATA","5187","Stanton Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=42845","        
            Additional information
            The practice offers early morning and later evening pre-booked routine appointments
        ",NA
"2068",37535,NA,NA,"NO DATA","9020","Stanton Health Centre",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=37535","
                    GPs at this practice
                    3"," and 2 female GPs
                    
                "
"2069",35396,NA,NA,"NO DATA","6711","Dr Mostafa M A",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=35396","
                    GPs at this practice
                    1"," and 1 female GPs
                    
                        Additional languages spoken
                        Arabic, French
                    
                "
"2070",45221,NA,NA,"72%","12139","Portland Medical Centre",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=45221","
                    GPs at this practice
                    4"," and 4 female GPs
                    
                "
"2071",100375,NA,NA,"NO DATA","2961","Northway Road Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=100375","
                    GPs at this practice
                    2"," and 2 female GPs
                    
                        Additional languages spoken
                        Russian, Hindi
                    
                "
"2072",40275,NA,NA,"74%","4940","Dr John Livingstone",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=40275","        
            Additional information
            WALK-IN SERVICE 
These are held:
Monday - Friday from 9am - 11am.
These times will be strictly adhered to.

The waiting time is dependent on how many patients attend during the above times.

THE WALK-IN CLINIC IS FOR ONE ACUTE SYMPTOM ONLY 

BOOKING APPOINTMENTS FOR WALK-IN CLINICS START AT 9am and finish at 11am 
Your help and cooperation in this matter will help the Clinics run smoothly.

For all routine problems please phone Reception to make an appointment.

        ",NA
"2073",45260,NA,NA,"93%","4034","Springfield Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=45260","
                    GPs at this practice
                    1"," and 2 female GPs
                    
                "
"2074",96509,NA,NA,"NO DATA","10466","ICO HEALTH GROUP - Marvels Lane",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=96509","        
            Additional information
            Although this surgery is closed on Mondays and Thursdays you can call the main surgery number on 020 3640 2090 (8:00-18:30 Monday to Friday) to book appointments or to see a doctor at any of our other sites. 

Call Main Surgery at Moorside 020 3640 2090 for results and any other queries .
.
        ",NA
"2075",39692,NA,NA,"NO DATA","10789","Ash Tree House Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=39692","
                    GPs at this practice
                    4"," and 3 female GPs
                    
                "
"2076",41336,NA,NA,"NO DATA","14952","Dr Bennett & Partners",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=41336","
                    GPs at this practice
                    1"," and 1 female GPs
                    
                "
"2077",37820,NA,NA,"80%","5124","Eltham Palace Pms",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=37820","
                    GPs at this practice
                    2"," and 1 female GPs
                    
                        Additional languages spoken
                        Malay, Punjabi, French, Italian, Portuguese, Spanish
                    
                "
"2078",41725,NA,NA,"87%","15771","Eltham Medical Practice",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=41725","
                    GPs at this practice
                    3"," and 3 female GPs
                    
                        Additional languages spoken
                        Tamil, Spanish, Gujarati
                    
                "
"2079",38259,NA,NA,"97%","10714","Binscombe Medical Centre",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=38259","
                    GPs at this practice
                    4"," and 4 female GPs
                    
                "
"2080",35996,NA,NA,"76%","10466","Ico Health Group",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=35996","
                    GPs at this practice
                    6"," and 1 female GPs
                    
                "
"2081",40030,NA,NA,"NO DATA","3091","Wells Health Centre",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=40030","
                    GPs at this practice
                    2"," and 0 female GPs
                    
                        Additional languages spoken
                        German
                    
                "
"2082",38113,NA,NA,"NO DATA","8952","Kirkham Health Centre",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=38113","
                    GPs at this practice
                    3"," and 1 female GPs
                    
                "
